weight_name,values
distance_to_monster,-2259.364812864502
astar_to_goal,17107.224251747615
bomd_safe,1841.3311927867608
distance_to_bomb,1836.3071941718592
bomb_available,237.5205468745818
man_to_goal,25337.340941544182
